#       omega [a.u.]         Energy [eV]       Real pol. 1 1       Imag pol. 1 1
     0.82865285E+001     0.22548791E+003    -0.48639531E+000     0.18932109E-003
     0.82941239E+001     0.22569459E+003    -0.48664957E+000     0.19341532E-003
     0.83017192E+001     0.22590127E+003    -0.48690992E+000     0.19734398E-003
     0.83093146E+001     0.22610795E+003    -0.48717258E+000     0.19561198E-003
     0.83169100E+001     0.22631463E+003    -0.48743402E+000     0.19897178E-003
     0.83245053E+001     0.22652131E+003    -0.48770401E+000     0.20040785E-003
     0.83321007E+001     0.22672799E+003    -0.48797263E+000     0.19872530E-003
     0.83396960E+001     0.22693467E+003    -0.48824333E+000     0.20060449E-003
     0.83472914E+001     0.22714135E+003    -0.48851926E+000     0.20388434E-003
     0.83548867E+001     0.22734803E+003    -0.48879914E+000     0.20395805E-003
     0.83624821E+001     0.22755471E+003    -0.48907767E+000     0.20609421E-003
     0.83700774E+001     0.22776139E+003    -0.48936445E+000     0.21007928E-003
     0.83776728E+001     0.22796807E+003    -0.48965253E+000     0.20978086E-003
     0.83852681E+001     0.22817475E+003    -0.48994244E+000     0.21365680E-003
     0.83928635E+001     0.22838143E+003    -0.49023890E+000     0.21683074E-003
     0.84004588E+001     0.22858811E+003    -0.49053939E+000     0.21767397E-003
     0.84080542E+001     0.22879479E+003    -0.49083960E+000     0.21812971E-003
     0.84156495E+001     0.22900147E+003    -0.49114569E+000     0.22160601E-003
     0.84232449E+001     0.22920815E+003    -0.49145467E+000     0.21886433E-003
     0.84308402E+001     0.22941483E+003    -0.49176216E+000     0.21954478E-003
     0.84384356E+001     0.22962151E+003    -0.49207596E+000     0.22083896E-003
     0.84460309E+001     0.22982819E+003    -0.49239161E+000     0.22151846E-003
     0.84536263E+001     0.23003487E+003    -0.49270850E+000     0.22318094E-003
     0.84612216E+001     0.23024155E+003    -0.49303205E+000     0.22902751E-003
     0.84688170E+001     0.23044823E+003    -0.49336222E+000     0.22999237E-003
     0.84764123E+001     0.23065491E+003    -0.49369053E+000     0.23175218E-003
     0.84840077E+001     0.23086159E+003    -0.49402684E+000     0.23589286E-003
     0.84916030E+001     0.23106827E+003    -0.49436609E+000     0.23531288E-003
     0.84991984E+001     0.23127495E+003    -0.49470558E+000     0.23517833E-003
     0.85067937E+001     0.23148163E+003    -0.49504848E+000     0.23772378E-003
     0.85143891E+001     0.23168831E+003    -0.49539806E+000     0.23767758E-003
     0.85219844E+001     0.23189499E+003    -0.49574496E+000     0.23589835E-003
     0.85295798E+001     0.23210167E+003    -0.49609916E+000     0.24055598E-003
     0.85371751E+001     0.23230835E+003    -0.49645887E+000     0.24023405E-003
     0.85447705E+001     0.23251503E+003    -0.49681773E+000     0.23998537E-003
     0.85523659E+001     0.23272171E+003    -0.49718027E+000     0.24321721E-003
     0.85599612E+001     0.23292839E+003    -0.49755065E+000     0.24646298E-003
     0.85675566E+001     0.23313507E+003    -0.49792104E+000     0.24529253E-003
     0.85751519E+001     0.23334175E+003    -0.49829490E+000     0.25055726E-003
     0.85827473E+001     0.23354843E+003    -0.49867777E+000     0.25140716E-003
     0.85903426E+001     0.23375511E+003    -0.49905973E+000     0.24986144E-003
     0.85979380E+001     0.23396179E+003    -0.49944494E+000     0.25113757E-003
     0.86055333E+001     0.23416847E+003    -0.49983618E+000     0.25234406E-003
     0.86131287E+001     0.23437515E+003    -0.50022913E+000     0.24854741E-003
     0.86207240E+001     0.23458183E+003    -0.50062113E+000     0.25080920E-003
     0.86283194E+001     0.23478851E+003    -0.50102325E+000     0.25423144E-003
     0.86359147E+001     0.23499519E+003    -0.50142610E+000     0.25427214E-003
     0.86435101E+001     0.23520187E+003    -0.50183287E+000     0.25753629E-003
     0.86511054E+001     0.23540855E+003    -0.50224638E+000     0.26069082E-003
     0.86587008E+001     0.23561523E+003    -0.50266460E+000     0.25964057E-003
     0.86662961E+001     0.23582191E+003    -0.50308184E+000     0.26038796E-003
     0.86738915E+001     0.23602859E+003    -0.50350768E+000     0.26300936E-003
     0.86814868E+001     0.23623527E+003    -0.50393616E+000     0.26033515E-003
     0.86890822E+001     0.23644195E+003    -0.50436512E+000     0.26150899E-003
     0.86966775E+001     0.23664863E+003    -0.50480101E+000     0.26301638E-003
     0.87042729E+001     0.23685531E+003    -0.50524114E+000     0.26240508E-003
     0.87118682E+001     0.23706199E+003    -0.50568251E+000     0.26145607E-003
     0.87194636E+001     0.23726867E+003    -0.50612953E+000     0.26414565E-003
     0.87270589E+001     0.23747535E+003    -0.50658147E+000     0.26166853E-003
     0.87346543E+001     0.23768203E+003    -0.50703254E+000     0.26333107E-003
     0.87422496E+001     0.23788871E+003    -0.50749302E+000     0.26613124E-003
     0.87498450E+001     0.23809539E+003    -0.50795792E+000     0.26712827E-003
     0.87574403E+001     0.23830207E+003    -0.50842549E+000     0.26764948E-003
     0.87650357E+001     0.23850875E+003    -0.50889851E+000     0.27097969E-003
     0.87726310E+001     0.23871543E+003    -0.50937919E+000     0.26897844E-003
     0.87802264E+001     0.23892211E+003    -0.50985774E+000     0.26750261E-003
     0.87878217E+001     0.23912879E+003    -0.51034422E+000     0.26849002E-003
     0.87954171E+001     0.23933547E+003    -0.51083428E+000     0.26588501E-003
     0.88030125E+001     0.23954215E+003    -0.51132579E+000     0.26501178E-003
     0.88106078E+001     0.23974883E+003    -0.51182319E+000     0.26835921E-003
     0.88182032E+001     0.23995551E+003    -0.51232968E+000     0.26905330E-003
     0.88257985E+001     0.24016219E+003    -0.51283558E+000     0.26714813E-003
     0.88333939E+001     0.24036887E+003    -0.51334869E+000     0.27067194E-003
     0.88409892E+001     0.24057555E+003    -0.51386974E+000     0.26911645E-003
     0.88485846E+001     0.24078223E+003    -0.51439114E+000     0.26765966E-003
     0.88561799E+001     0.24098891E+003    -0.51491822E+000     0.26897286E-003
     0.88637753E+001     0.24119559E+003    -0.51545430E+000     0.26930894E-003
     0.88713706E+001     0.24140227E+003    -0.51599173E+000     0.26509690E-003
     0.88789660E+001     0.24160895E+003    -0.51653340E+000     0.26751370E-003
     0.88865613E+001     0.24181563E+003    -0.51708597E+000     0.26608658E-003
     0.88941567E+001     0.24202231E+003    -0.51763862E+000     0.26137220E-003
     0.89017520E+001     0.24222899E+003    -0.51819574E+000     0.26122008E-003
     0.89093474E+001     0.24243567E+003    -0.51876113E+000     0.26212513E-003
     0.89169427E+001     0.24264235E+003    -0.51933190E+000     0.25927483E-003
     0.89245381E+001     0.24284903E+003    -0.51990551E+000     0.26123132E-003
     0.89321334E+001     0.24305571E+003    -0.52049337E+000     0.26360121E-003
     0.89397288E+001     0.24326239E+003    -0.52108465E+000     0.26006174E-003
     0.89473241E+001     0.24346907E+003    -0.52168139E+000     0.25979591E-003
     0.89549195E+001     0.24367575E+003    -0.52228742E+000     0.25859812E-003
     0.89625148E+001     0.24388243E+003    -0.52290060E+000     0.25286529E-003
     0.89701102E+001     0.24408911E+003    -0.52351490E+000     0.24849132E-003
     0.89777055E+001     0.24429579E+003    -0.52414099E+000     0.24817802E-003
     0.89853009E+001     0.24450247E+003    -0.52477470E+000     0.24242077E-003
     0.89928962E+001     0.24470915E+003    -0.52541472E+000     0.24076622E-003
     0.90004916E+001     0.24491583E+003    -0.52606727E+000     0.23932843E-003
     0.90080869E+001     0.24512251E+003    -0.52673014E+000     0.23472652E-003
     0.90156823E+001     0.24532919E+003    -0.52740001E+000     0.22956622E-003
     0.90232776E+001     0.24553587E+003    -0.52808385E+000     0.22792925E-003
     0.90308730E+001     0.24574255E+003    -0.52878249E+000     0.22050911E-003
     0.90384683E+001     0.24594923E+003    -0.52948997E+000     0.21411512E-003
     0.90460637E+001     0.24615591E+003    -0.53021762E+000     0.20779498E-003
     0.90536591E+001     0.24636259E+003    -0.53096305E+000     0.19666745E-003
     0.90612544E+001     0.24656927E+003    -0.53172725E+000     0.18289187E-003
     0.90688498E+001     0.24677595E+003    -0.53251623E+000     0.16866438E-003
     0.90764451E+001     0.24698263E+003    -0.53333805E+000     0.14619979E-003
     0.90840405E+001     0.24718931E+003    -0.53419152E+000     0.11899087E-003
     0.90916358E+001     0.24739599E+003    -0.53510027E+000     0.87022655E-004
     0.90992312E+001     0.24760267E+003    -0.53608157E+000     0.34973712E-004
     0.91068265E+001     0.24780935E+003    -0.53716550E+000    -0.47311078E-004
     0.91144219E+001     0.24801603E+003    -0.53842066E+000    -0.19050826E-003
     0.91220172E+001     0.24822271E+003    -0.53998366E+000    -0.49076077E-003
     0.91296126E+001     0.24842939E+003    -0.54216833E+000    -0.12816737E-002
     0.91372079E+001     0.24863607E+003    -0.54560602E+000    -0.44334978E-002
     0.91448033E+001     0.24884275E+003    -0.53902850E+000    -0.15401278E-001
     0.91523986E+001     0.24904943E+003    -0.53340247E+000    -0.43072835E-002
     0.91599940E+001     0.24925611E+003    -0.53695192E+000    -0.13884239E-002
     0.91675893E+001     0.24946279E+003    -0.53941004E+000    -0.71842335E-003
     0.91751847E+001     0.24966947E+003    -0.54144843E+000    -0.57115716E-003
     0.91827800E+001     0.24987615E+003    -0.54349386E+000    -0.68294406E-003
     0.91903754E+001     0.25008283E+003    -0.54594408E+000    -0.11708501E-002
     0.91979707E+001     0.25028951E+003    -0.54950399E+000    -0.28221602E-002
     0.92055661E+001     0.25049619E+003    -0.55443111E+000    -0.11000324E-001
     0.92131614E+001     0.25070287E+003    -0.53419732E+000    -0.18029336E-001
     0.92207568E+001     0.25090955E+003    -0.53564798E+000    -0.42979287E-002
     0.92283521E+001     0.25111623E+003    -0.53964921E+000    -0.15863638E-002
     0.92359475E+001     0.25132291E+003    -0.54218503E+000    -0.77922295E-003
     0.92435428E+001     0.25152959E+003    -0.54405725E+000    -0.45161588E-003
     0.92511382E+001     0.25173627E+003    -0.54560895E+000    -0.28885166E-003
     0.92587335E+001     0.25194295E+003    -0.54699956E+000    -0.20288949E-003
     0.92663289E+001     0.25214963E+003    -0.54830919E+000    -0.16671945E-003
     0.92739242E+001     0.25235631E+003    -0.54959375E+000    -0.17265586E-003
     0.92815196E+001     0.25256299E+003    -0.55093726E+000    -0.26709688E-003
     0.92891150E+001     0.25276967E+003    -0.55240491E+000    -0.81689282E-003
     0.92967103E+001     0.25297635E+003    -0.55196933E+000    -0.17237622E-002
     0.93043057E+001     0.25318303E+003    -0.55291571E+000    -0.45397918E-003
     0.93119010E+001     0.25338971E+003    -0.55430418E+000    -0.20110542E-003
     0.93194964E+001     0.25359639E+003    -0.55556795E+000    -0.13825264E-003
     0.93270917E+001     0.25380307E+003    -0.55678730E+000    -0.11790785E-003
     0.93346871E+001     0.25400975E+003    -0.55799932E+000    -0.11989299E-003
     0.93422824E+001     0.25421643E+003    -0.55921310E+000    -0.12958508E-003
     0.93498778E+001     0.25442311E+003    -0.56044886E+000    -0.14362439E-003
     0.93574731E+001     0.25462979E+003    -0.56171100E+000    -0.16751389E-003
     0.93650685E+001     0.25483647E+003    -0.56300389E+000    -0.19672113E-003
     0.93726638E+001     0.25504315E+003    -0.56433712E+000    -0.22778617E-003
     0.93802592E+001     0.25524983E+003    -0.56572365E+000    -0.26784932E-003
     0.93878545E+001     0.25545651E+003    -0.56716322E+000    -0.31597575E-003
     0.93954499E+001     0.25566319E+003    -0.56867634E+000    -0.36870454E-003
     0.94030452E+001     0.25586987E+003    -0.57027391E+000    -0.43733358E-003
     0.94106406E+001     0.25607655E+003    -0.57196901E+000    -0.52030020E-003
     0.94182359E+001     0.25628323E+003    -0.57378533E+000    -0.61958703E-003
     0.94258313E+001     0.25648991E+003    -0.57575453E+000    -0.74565972E-003
     0.94334266E+001     0.25669659E+003    -0.57790448E+000    -0.90539101E-003
     0.94410220E+001     0.25690327E+003    -0.58029535E+000    -0.11025662E-002
     0.94486173E+001     0.25710995E+003    -0.58300553E+000    -0.13661142E-002
     0.94562127E+001     0.25731663E+003    -0.58613623E+000    -0.17246983E-002
     0.94638080E+001     0.25752331E+003    -0.58985975E+000    -0.22273608E-002
     0.94714034E+001     0.25772999E+003    -0.59444728E+000    -0.29789348E-002
     0.94789987E+001     0.25793667E+003    -0.60035040E+000    -0.41780453E-002
     0.94865941E+001     0.25814335E+003    -0.60842625E+000    -0.62525352E-002
     0.94941894E+001     0.25835003E+003    -0.62044570E+000    -0.10366322E-001
     0.95017848E+001     0.25855671E+003    -0.64051358E+000    -0.20391224E-001
     0.95093801E+001     0.25876339E+003    -0.67816444E+000    -0.55317258E-001
     0.95169755E+001     0.25897007E+003    -0.66066172E+000    -0.22515348E+000
     0.95245708E+001     0.25917675E+003    -0.44531804E+000    -0.10932567E+000
     0.95321662E+001     0.25938343E+003    -0.49289842E+000    -0.29762371E-001
     0.95397616E+001     0.25959011E+003    -0.52192649E+000    -0.13290236E-001
     0.95473569E+001     0.25979679E+003    -0.53905410E+000    -0.10161220E-001
     0.95549523E+001     0.26000347E+003    -0.54175219E+000    -0.11339060E-001
     0.95625476E+001     0.26021015E+003    -0.54829929E+000    -0.44291884E-002
     0.95701430E+001     0.26041683E+003    -0.55485835E+000    -0.25273828E-002
     0.95777383E+001     0.26062351E+003    -0.55981149E+000    -0.17208811E-002
     0.95853337E+001     0.26083019E+003    -0.56383540E+000    -0.12702353E-002
     0.95929290E+001     0.26103687E+003    -0.56727682E+000    -0.99855606E-003
     0.96005244E+001     0.26124355E+003    -0.57032674E+000    -0.82202578E-003
     0.96081197E+001     0.26145023E+003    -0.57311963E+000    -0.70868579E-003
     0.96157151E+001     0.26165691E+003    -0.57573820E+000    -0.64337059E-003
     0.96233104E+001     0.26186359E+003    -0.57824910E+000    -0.61563785E-003
     0.96309058E+001     0.26207027E+003    -0.58071606E+000    -0.61919787E-003
     0.96385011E+001     0.26227695E+003    -0.58320089E+000    -0.67003371E-003
     0.96460965E+001     0.26248363E+003    -0.58576612E+000    -0.77610615E-003
     0.96536918E+001     0.26269031E+003    -0.58852641E+000    -0.97294074E-003
     0.96612872E+001     0.26289699E+003    -0.59165682E+000    -0.13562036E-002
     0.96688825E+001     0.26310367E+003    -0.59552168E+000    -0.21839368E-002
     0.96764779E+001     0.26331035E+003    -0.60095388E+000    -0.45569438E-002
     0.96840732E+001     0.26351703E+003    -0.60653293E+000    -0.15271038E-001
     0.96916686E+001     0.26372371E+003    -0.59624901E+000    -0.16374008E-001
     0.96992639E+001     0.26393039E+003    -0.60248126E+000    -0.30470966E-001
     0.97068593E+001     0.26413707E+003    -0.57142498E+000    -0.19834330E-001
     0.97144546E+001     0.26434375E+003    -0.58035144E+000    -0.54875108E-002
     0.97220500E+001     0.26455043E+003    -0.58686070E+000    -0.24754070E-002
     0.97296453E+001     0.26475711E+003    -0.59122149E+000    -0.14672407E-002
     0.97372407E+001     0.26496379E+003    -0.59460488E+000    -0.10289085E-002
     0.97448360E+001     0.26517047E+003    -0.59749932E+000    -0.80600407E-003
     0.97524314E+001     0.26537715E+003    -0.60013533E+000    -0.69307256E-003
     0.97600267E+001     0.26558383E+003    -0.60262323E+000    -0.64102909E-003
     0.97676221E+001     0.26579051E+003    -0.60504190E+000    -0.62444963E-003
     0.97752175E+001     0.26599719E+003    -0.60744291E+000    -0.63889385E-003
     0.97828128E+001     0.26620387E+003    -0.60985812E+000    -0.68265444E-003
     0.97904082E+001     0.26641055E+003    -0.61232509E+000    -0.75322922E-003
     0.97980035E+001     0.26661723E+003    -0.61483342E+000    -0.88986225E-003
     0.98055989E+001     0.26682391E+003    -0.61745135E+000    -0.93796250E-003
     0.98131942E+001     0.26703059E+003    -0.62028656E+000    -0.10550744E-002
     0.98207896E+001     0.26723727E+003    -0.62333956E+000    -0.12304639E-002
     0.98283849E+001     0.26744395E+003    -0.62668403E+000    -0.14765251E-002
     0.98359803E+001     0.26765063E+003    -0.63042581E+000    -0.18114052E-002
     0.98435756E+001     0.26785731E+003    -0.63474750E+000    -0.22884795E-002
     0.98511710E+001     0.26806399E+003    -0.63990507E+000    -0.30151419E-002
     0.98587663E+001     0.26827067E+003    -0.64636030E+000    -0.41751368E-002
     0.98663617E+001     0.26847735E+003    -0.65499479E+000    -0.62278401E-002
     0.98739570E+001     0.26868403E+003    -0.66763670E+000    -0.10433964E-001
     0.98815524E+001     0.26889071E+003    -0.68864046E+000    -0.21243639E-001
     0.98891477E+001     0.26909739E+003    -0.72655768E+000    -0.62520970E-001
     0.98967431E+001     0.26930407E+003    -0.65931499E+000    -0.22880966E+000
     0.99043384E+001     0.26951075E+003    -0.51691162E+000    -0.77759076E-001
     0.99119338E+001     0.26971743E+003    -0.55973021E+000    -0.23432164E-001
     0.99195291E+001     0.26992411E+003    -0.58376424E+000    -0.10780846E-001
     0.99271245E+001     0.27013079E+003    -0.59805214E+000    -0.62620407E-002
     0.99347198E+001     0.27033747E+003    -0.60790465E+000    -0.42134111E-002
     0.99423152E+001     0.27054415E+003    -0.61549875E+000    -0.31646111E-002
     0.99499105E+001     0.27075083E+003    -0.62184645E+000    -0.25967640E-002
     0.99575059E+001     0.27095751E+003    -0.62750886E+000    -0.22951275E-002
     0.99651012E+001     0.27116419E+003    -0.63282416E+000    -0.21745568E-002
     0.99726966E+001     0.27137088E+003    -0.63803726E+000    -0.21934490E-002
     0.99802919E+001     0.27157756E+003    -0.64337030E+000    -0.23477041E-002
     0.99878873E+001     0.27178424E+003    -0.64907423E+000    -0.26883585E-002
     0.99954826E+001     0.27199092E+003    -0.65549428E+000    -0.33488621E-002
     0.10003078E+002     0.27219760E+003    -0.66329374E+000    -0.47384598E-002
     0.10010673E+002     0.27240428E+003    -0.67393670E+000    -0.86208361E-002
     0.10018269E+002     0.27261096E+003    -0.68710588E+000    -0.26551285E-001
     0.10025864E+002     0.27281764E+003    -0.65362629E+000    -0.34630511E-001
     0.10033459E+002     0.27302432E+003    -0.66641145E+000    -0.13193830E-001
     0.10041055E+002     0.27323100E+003    -0.68425912E+000    -0.11547557E-001
     0.10048650E+002     0.27343768E+003    -0.70522278E+000    -0.16762615E-001
     0.10056245E+002     0.27364436E+003    -0.73631492E+000    -0.39038708E-001
     0.10063841E+002     0.27385104E+003    -0.71297106E+000    -0.13152886E+000
     0.10071436E+002     0.27405772E+003    -0.65730301E+000    -0.54308420E-001
     0.10079032E+002     0.27426440E+003    -0.70878289E+000    -0.36491228E-001
     0.10086627E+002     0.27447108E+003    -0.77316550E+000    -0.59753652E-001
     0.10094222E+002     0.27467776E+003    -0.87499243E+000    -0.18866109E+000
     0.10101818E+002     0.27488444E+003    -0.51926450E+000    -0.51164568E+000
     0.10109413E+002     0.27509112E+003    -0.40401989E+000    -0.13173417E+000
     0.10117008E+002     0.27529780E+003    -0.48793827E+000    -0.47038206E-001
     0.10124604E+002     0.27550448E+003    -0.53299915E+000    -0.23984525E-001
     0.10132199E+002     0.27571116E+003    -0.55985654E+000    -0.14807110E-001
     0.10139794E+002     0.27591784E+003    -0.57793089E+000    -0.10275019E-001
     0.10147390E+002     0.27612452E+003    -0.59122850E+000    -0.77207776E-002
     0.10154985E+002     0.27633120E+003    -0.60168350E+000    -0.61607604E-002
     0.10162580E+002     0.27653788E+003    -0.61034315E+000    -0.51564143E-002
     0.10170176E+002     0.27674456E+003    -0.61784017E+000    -0.44982912E-002
     0.10177771E+002     0.27695124E+003    -0.62457886E+000    -0.40822327E-002
     0.10185366E+002     0.27715792E+003    -0.63085239E+000    -0.38464937E-002
     0.10192962E+002     0.27736460E+003    -0.63691433E+000    -0.37674536E-002
     0.10200557E+002     0.27757128E+003    -0.64299868E+000    -0.38623874E-002
     0.10208152E+002     0.27777796E+003    -0.64937514E+000    -0.41707333E-002
     0.10215748E+002     0.27798464E+003    -0.65643998E+000    -0.48048539E-002
     0.10223343E+002     0.27819132E+003    -0.66482421E+000    -0.60418329E-002
     0.10230939E+002     0.27839800E+003    -0.67573933E+000    -0.85710352E-002
     0.10238534E+002     0.27860468E+003    -0.69189826E+000    -0.14591012E-001
     0.10246129E+002     0.27881136E+003    -0.71992709E+000    -0.33929824E-001
     0.10253725E+002     0.27901804E+003    -0.74709304E+000    -0.13215782E+000
     0.10261320E+002     0.27922472E+003    -0.55408092E+000    -0.12545333E+000
     0.10268915E+002     0.27943140E+003    -0.58399829E+000    -0.41033974E-001
     0.10276511E+002     0.27963808E+003    -0.60001376E+000    -0.18990911E-001
     0.10284106E+002     0.27984476E+003    -0.61712823E+000    -0.91858252E-002
     0.10291701E+002     0.28005144E+003    -0.62829916E+000    -0.58649101E-002
     0.10299297E+002     0.28025812E+003    -0.63623877E+000    -0.43097363E-002
     0.10306892E+002     0.28046480E+003    -0.64241241E+000    -0.34438280E-002
     0.10314487E+002     0.28067148E+003    -0.64752900E+000    -0.29168861E-002
     0.10322083E+002     0.28087816E+003    -0.65195125E+000    -0.25789174E-002
     0.10329678E+002     0.28108484E+003    -0.65590085E+000    -0.23457090E-002
     0.10337273E+002     0.28129152E+003    -0.65952326E+000    -0.21865653E-002
     0.10344869E+002     0.28149820E+003    -0.66290337E+000    -0.20837865E-002
     0.10352464E+002     0.28170488E+003    -0.66610465E+000    -0.20155619E-002
     0.10360060E+002     0.28191156E+003    -0.66918859E+000    -0.19785990E-002
     0.10367655E+002     0.28211824E+003    -0.67218987E+000    -0.19741935E-002
     0.10375250E+002     0.28232492E+003    -0.67515470E+000    -0.19958387E-002
     0.10382846E+002     0.28253160E+003    -0.67814251E+000    -0.20598821E-002
     0.10390441E+002     0.28273828E+003    -0.68122493E+000    -0.21984085E-002
     0.10398036E+002     0.28294496E+003    -0.68453444E+000    -0.24836020E-002
     0.10405632E+002     0.28315164E+003    -0.68837732E+000    -0.31778522E-002
     0.10413227E+002     0.28335832E+003    -0.69343273E+000    -0.55157996E-002
     0.10420822E+002     0.28356500E+003    -0.69597020E+000    -0.17214835E-001
     0.10428418E+002     0.28377168E+003    -0.68117749E+000    -0.10739116E-001
     0.10436013E+002     0.28397836E+003    -0.68699182E+000    -0.42319656E-002
     0.10443608E+002     0.28418504E+003    -0.69160681E+000    -0.29419014E-002
     0.10451204E+002     0.28439172E+003    -0.69534312E+000    -0.25900497E-002
     0.10458799E+002     0.28459840E+003    -0.69879339E+000    -0.25608043E-002
     0.10466394E+002     0.28480508E+003    -0.70229421E+000    -0.27544222E-002
     0.10473990E+002     0.28501176E+003    -0.70623560E+000    -0.33390732E-002
     0.10481585E+002     0.28521844E+003    -0.71136401E+000    -0.52303456E-002
     0.10489180E+002     0.28542512E+003    -0.71747703E+000    -0.14612471E-001
     0.10496776E+002     0.28563180E+003    -0.69734003E+000    -0.19013435E-001
     0.10504371E+002     0.28583848E+003    -0.70137251E+000    -0.62507153E-002
     0.10511967E+002     0.28604516E+003    -0.70669149E+000    -0.37891935E-002
     0.10519562E+002     0.28625184E+003    -0.71056981E+000    -0.30721139E-002
     0.10527157E+002     0.28645852E+003    -0.71380578E+000    -0.28121397E-002
     0.10534753E+002     0.28666520E+003    -0.71672551E+000    -0.27179106E-002
     0.10542348E+002     0.28687188E+003    -0.71949185E+000    -0.26948444E-002
     0.10549943E+002     0.28707856E+003    -0.72219080E+000    -0.27218741E-002
     0.10557539E+002     0.28728524E+003    -0.72486841E+000    -0.27862461E-002
     0.10565134E+002     0.28749192E+003    -0.72758497E+000    -0.28756156E-002
     0.10572729E+002     0.28769860E+003    -0.73039723E+000    -0.30149086E-002
     0.10580325E+002     0.28790528E+003    -0.73336793E+000    -0.32217284E-002
     0.10587920E+002     0.28811196E+003    -0.73662251E+000    -0.35361650E-002
     0.10595515E+002     0.28831864E+003    -0.74039401E+000    -0.40797965E-002
     0.10603111E+002     0.28852532E+003    -0.74515115E+000    -0.51840822E-002
     0.10610706E+002     0.28873200E+003    -0.75207644E+000    -0.80800562E-002
     0.10618301E+002     0.28893868E+003    -0.76327167E+000    -0.20072474E-001
     0.10625897E+002     0.28914536E+003    -0.73408793E+000    -0.55822618E-001
     0.10633492E+002     0.28935204E+003    -0.71885292E+000    -0.17196866E-001
     0.10641088E+002     0.28955872E+003    -0.72921976E+000    -0.79828396E-002
     0.10648683E+002     0.28976540E+003    -0.73556936E+000    -0.56597151E-002
     0.10656278E+002     0.28997208E+003    -0.74001827E+000    -0.48331415E-002
     0.10663874E+002     0.29017876E+003    -0.74359178E+000    -0.45169523E-002
     0.10671469E+002     0.29038544E+003    -0.74672960E+000    -0.44586024E-002
     0.10679064E+002     0.29059212E+003    -0.74973454E+000    -0.46473000E-002
     0.10686660E+002     0.29079880E+003    -0.75290874E+000    -0.56431776E-002
     0.10694255E+002     0.29100548E+003    -0.75272482E+000    -0.90984780E-002
     0.10701850E+002     0.29121216E+003    -0.75278041E+000    -0.56903383E-002
     0.10709446E+002     0.29141884E+003    -0.75552190E+000    -0.48655974E-002
     0.10717041E+002     0.29162552E+003    -0.75778011E+000    -0.47497373E-002
     0.10724636E+002     0.29183220E+003    -0.75975560E+000    -0.47813138E-002
     0.10732232E+002     0.29203888E+003    -0.76155898E+000    -0.48675415E-002
     0.10739827E+002     0.29224556E+003    -0.76321974E+000    -0.49901173E-002
     0.10747422E+002     0.29245224E+003    -0.76474872E+000    -0.51305226E-002
     0.10755018E+002     0.29265892E+003    -0.76616448E+000    -0.52870417E-002
     0.10762613E+002     0.29286560E+003    -0.76745333E+000    -0.54724699E-002
     0.10770209E+002     0.29307228E+003    -0.76860085E+000    -0.56731002E-002
     0.10777804E+002     0.29327896E+003    -0.76962270E+000    -0.58928986E-002
     0.10785399E+002     0.29348564E+003    -0.77051636E+000    -0.61562586E-002
     0.10792995E+002     0.29369232E+003    -0.77130878E+000    -0.64971568E-002
     0.10800590E+002     0.29389900E+003    -0.77212091E+000    -0.71149651E-002
     0.10808185E+002     0.29410568E+003    -0.77263997E+000    -0.93815486E-002
     0.10815781E+002     0.29431236E+003    -0.76832051E+000    -0.94389030E-002
     0.10823376E+002     0.29451904E+003    -0.76826010E+000    -0.78394335E-002
     0.10830971E+002     0.29472572E+003    -0.76770556E+000    -0.77583451E-002
     0.10838567E+002     0.29493240E+003    -0.76640507E+000    -0.79386535E-002
     0.10846162E+002     0.29513908E+003    -0.76440503E+000    -0.81828705E-002
     0.10853757E+002     0.29534576E+003    -0.76164071E+000    -0.84602672E-002
     0.10861353E+002     0.29555244E+003    -0.75795964E+000    -0.87553174E-002
     0.10868948E+002     0.29575912E+003    -0.75318294E+000    -0.90360235E-002
     0.10876543E+002     0.29596580E+003    -0.74704590E+000    -0.93087881E-002
     0.10884139E+002     0.29617248E+003    -0.73916922E+000    -0.95318911E-002
     0.10891734E+002     0.29637916E+003    -0.72905223E+000    -0.96491053E-002
     0.10899329E+002     0.29658584E+003    -0.71599453E+000    -0.95895804E-002
     0.10906925E+002     0.29679252E+003    -0.69893279E+000    -0.92262814E-002
     0.10914520E+002     0.29699920E+003    -0.67628303E+000    -0.82823921E-002
     0.10922116E+002     0.29720588E+003    -0.64550842E+000    -0.63031538E-002
     0.10929711E+002     0.29741256E+003    -0.60229802E+000    -0.22773145E-002
     0.10937306E+002     0.29761924E+003    -0.53883321E+000     0.60957269E-002
     0.10944902E+002     0.29782592E+003    -0.43946555E+000     0.24728470E-001
     0.10952497E+002     0.29803260E+003    -0.26846863E+000     0.71821465E-001
     0.10960092E+002     0.29823928E+003     0.71971526E-001     0.21970599E+000
     0.10967688E+002     0.29844596E+003     0.10016271E+001     0.92957246E+000
     0.10975283E+002     0.29865264E+003    -0.36047176E+001     0.17429337E+001
     0.10982878E+002     0.29885932E+003    -0.20694284E+001     0.43717602E+000
     0.10990474E+002     0.29906600E+003    -0.17502035E+001     0.19829638E+000
     0.10998069E+002     0.29927268E+003    -0.16291892E+001     0.78264515E-001
     0.11005664E+002     0.29947936E+003    -0.16298909E+001    -0.82337248E-001
     0.11013260E+002     0.29968604E+003    -0.13855704E+001    -0.60558626E+000
     0.11020855E+002     0.29989272E+003    -0.83389915E+000    -0.18673154E+000
